County,State,Latitude,Longitude 
Lapeer,Michigan,43.0901,-83.2218
Nassau,Florida,30.6107,-81.8017
Burke,North Carolina,35.7496,-81.7048
Christian,Missouri,36.9696,-93.1889
Josephine,Oregon,42.3655,-123.5555
Elmore,Alabama,32.5966,-86.1492
Cullman,Alabama,34.1319,-86.8676
Dougherty,Georgia,31.5335,-84.2164
Angelina,Texas,31.2548,-94.6119
Bannock,Idaho,42.6685,-112.2246
Polk,Oregon,44.9035,-123.4132
Muskingum,Ohio,39.9654,-81.9444
Lawrence,Pennsylvania,40.9912,-80.3347
Island,Washington,48.163,-122.5481
Lincoln,North Carolina,35.4856,-81.2235
Buchanan,Missouri,39.6598,-94.8059
Newport,Rhode Island,41.5566,-71.2365
Orange,Texas,30.1213,-93.8939
Orangeburg,South Carolina,33.439,-80.8003
Jefferson,Wisconsin,43.0208,-88.7759
Wood,West Virginia,39.2112,-81.515
Crawford,Pennsylvania,41.6847,-80.1062
Chemung,New York,42.1413,-76.76
Glynn,Georgia,31.2309,-81.5407
Cascade,Montana,47.308,-111.347
Indiana,Pennsylvania,40.652,-79.0876
Midland,Michigan,43.6468,-84.3881
Lee,Mississippi,34.2899,-88.6804
Howard,Indiana,40.4836,-86.117
Rockingham,Virginia,38.512,-78.8758
St. Landry,Louisiana,30.599,-92.0058
Monroe,Florida,25.3187,-81.1087
Barrow,Georgia,33.9932,-83.7127
Talladega,Alabama,33.3801,-86.1659
Payne,Oklahoma,36.0773,-96.9756
Bartholomew,Indiana,39.206,-85.8976
Bullitt,Kentucky,37.9701,-85.6958
Henderson,Texas,32.2119,-95.8536
Coryell,Texas,31.3909,-97.7993
Leavenworth,Kansas,39.1993,-95.038
Lewis,Washington,46.5778,-122.3927
Manitowoc,Wisconsin,44.1199,-87.8097
Cape Girardeau,Missouri,37.384,-89.6845
Caldwell,North Carolina,35.953,-81.5464
Clearfield,Pennsylvania,41,-78.4742
Wagoner,Oklahoma,35.9611,-95.5212
Yuba,California,39.269,-121.3513
Kosciusko,Indiana,41.2441,-85.8607
Clinton,New York,44.7462,-73.6782
Bulloch,Georgia,32.3968,-81.7432
Floyd,Indiana,38.3188,-85.907
Umatilla,Oregon,45.5919,-118.7369
Natrona,Wyoming,42.9621,-106.7985
Bedford,Virginia,37.3152,-79.5242
Lynchburg,Virginia,37.4003,-79.1909
Putnam,Tennessee,36.1408,-85.4952
Clinton,Michigan,42.9437,-84.6015
Wilson,North Carolina,35.7051,-77.9187
Hancock,Indiana,39.8236,-85.7733
Chelan,Washington,47.8692,-120.619
Sullivan,New York,41.7164,-74.7681
Oconee,South Carolina,34.7535,-83.0659
Forrest,Mississippi,31.1889,-89.2579
James City,Virginia,37.3288,-76.7789
Cole,Missouri,38.5054,-92.2816
Cattaraugus,New York,42.2486,-78.6788
Ross,Ohio,39.3376,-83.057
White,Arkansas,35.2563,-91.7456
Augusta,Virginia,38.1644,-79.1338
Clallam,Washington,48.0493,-123.928
Anderson,Tennessee,36.1185,-84.1985
Cayuga,New York,42.9175,-76.5545
Walker,Texas,30.739,-95.5723
Cheshire,New Hampshire,42.9193,-72.2512
Valencia,New Mexico,34.7155,-106.809
Erie,Ohio,41.3641,-82.6194
Van Buren,Michigan,42.2513,-86.0189
Hancock,Ohio,41.0019,-83.6665
Chatham,North Carolina,35.7026,-79.2553
Vermilion,Illinois,40.1834,-87.7328
Raleigh,West Virginia,37.7714,-81.2487
Grays Harbor,Washington,47.1503,-123.7735
Scioto,Ohio,38.8039,-82.9929
Somerset,Pennsylvania,39.9725,-79.0283
Wood,Wisconsin,44.4553,-90.0416
Jackson,Georgia,34.1339,-83.5664
Lonoke,Arkansas,34.7542,-91.8888
Lauderdale,Mississippi,32.4043,-88.6625
Walton,Florida,30.6436,-86.1697
Kauai,Hawaii,22.0398,-159.5966
Putnam,Florida,29.6087,-81.7443
Grand Forks,North Dakota,47.9219,-97.4569
McKinley,New Mexico,35.5807,-108.2618
Lea,New Mexico,32.7921,-103.4125
Broomfield,Colorado,39.9541,-105.0527
Riley,Kansas,39.2966,-96.7352
Fauquier,Virginia,38.7386,-77.8092
Christian,Kentucky,36.8942,-87.4904
Pottawatomie,Oklahoma,35.2066,-96.9484
Robertson,Tennessee,36.5255,-86.8706
Creek,Oklahoma,35.9026,-96.3709
DeKalb,Alabama,34.4598,-85.8041
Surry,North Carolina,36.4146,-80.688
Morgan,Indiana,39.4816,-86.4462
Tooele,Utah,40.4488,-113.1311
Franklin,Massachusetts,42.5831,-72.5918
Iberia,Louisiana,29.8965,-91.7301
Portage,Wisconsin,44.476,-89.5014
Lewis and Clark,Montana,47.1224,-112.3905
Greene,Tennessee,36.1753,-82.8458
Boone,Indiana,40.0508,-86.4687
Ward,North Dakota,48.2217,-101.5418
York,Virginia,37.2431,-76.5635
Troup,Georgia,33.0335,-85.0284
Greenwood,South Carolina,34.1537,-82.1259
Columbia,Florida,30.2242,-82.6215
Klamath,Oregon,42.6864,-121.6502
Allegany,Maryland,39.6214,-78.6976
Harrison,Texas,32.5481,-94.3715
San Patricio,Texas,28.0092,-97.5188
Blue Earth,Minnesota,44.0346,-94.067
Madison,New York,42.9128,-75.6696
Shiawassee,Michigan,42.9537,-84.1467
Jefferson,Arkansas,34.2683,-91.9304
Carteret,North Carolina,34.8357,-76.6589
Wise,Texas,33.2159,-97.6545
Walker,Georgia,34.7356,-85.301
Lake,California,39.0996,-122.7532
Franklin,North Carolina,36.0827,-78.2857
Oldham,Kentucky,38.3994,-85.4483
Catoosa,Georgia,34.9036,-85.1382
Butler,Kansas,37.7812,-96.839
McCracken,Kentucky,37.054,-88.7128
Jones,Mississippi,31.6226,-89.1688
Otero,New Mexico,32.6132,-105.7415
Aroostook,Maine,46.6589,-68.5989
Williamson,Illinois,37.7303,-88.9299
St. Francois,Missouri,37.8103,-90.4723
Laurens,South Carolina,34.4834,-82.0057
Belmont,Ohio,40.0158,-80.9885
Muskogee,Oklahoma,35.6161,-95.3795
Grant,Indiana,40.5158,-85.6547
Rice,Minnesota,44.3543,-93.2967
Spalding,Georgia,33.2609,-84.2841
Wayne,Indiana,39.8644,-85.0098
Ionia,Michigan,42.9451,-85.0746
Apache,Arizona,35.3955,-109.4888
Montcalm,Michigan,43.311,-85.1525
Marquette,Michigan,46.4313,-87.6416
Wilkes,North Carolina,36.2062,-81.163
Harrison,West Virginia,39.2835,-80.3799
Armstrong,Pennsylvania,40.8121,-79.4646
Crow Wing,Minnesota,46.4825,-94.0709
Adams,Illinois,39.9879,-91.1885
Chippewa,Wisconsin,45.0694,-91.2799
Warren,New York,43.561,-73.846
Isabella,Michigan,43.6406,-84.8468
Jefferson,Ohio,40.385,-80.761
Starr,Texas,26.5621,-98.7387
Marion,Ohio,40.5872,-83.1609
Sauk,Wisconsin,43.4267,-89.9482
Tehama,California,40.1256,-122.2341
Walker,Alabama,33.8033,-87.2973
Chaves,New Mexico,33.3633,-104.4669
Columbia,Pennsylvania,41.0486,-76.4052
Kershaw,South Carolina,34.3388,-80.5902
Clay,Minnesota,46.8923,-96.4907
Mason,Washington,47.3484,-123.1927
Nacogdoches,Texas,31.616,-94.6159
Carbon,Pennsylvania,40.9182,-75.7088
Salem,New Jersey,39.5876,-75.3491
Pulaski,Kentucky,37.1039,-84.5773
Coos,Oregon,43.1742,-124.0594
Rutherford,North Carolina,35.4026,-81.9198
Liberty,Georgia,31.8282,-81.4949
Hamblen,Tennessee,36.2171,-83.2667
Lamar,Mississippi,31.206,-89.5087
Warrick,Indiana,38.0922,-87.2721
Effingham,Georgia,32.3674,-81.3414
Darlington,South Carolina,34.3325,-79.9577
Belknap,New Hampshire,43.5179,-71.4227
San Benito,California,36.6057,-121.075
Pope,Arkansas,35.4477,-93.0345
Lincoln,South Dakota,43.2789,-96.7218
Georgetown,South Carolina,33.4342,-79.3324
Athens,Ohio,39.3339,-82.0452
Lee,North Carolina,35.4752,-79.1715
Garfield,Oklahoma,36.3791,-97.7827
Hall,Nebraska,40.8726,-98.5022
Knox,Ohio,40.3988,-82.4215
Livingston,New York,42.7281,-77.7755
Walla Walla,Washington,46.2298,-118.4784
Stanly,North Carolina,35.3119,-80.251
Laurel,Kentucky,37.1107,-84.1178
Reno,Kansas,37.953,-98.086
Barry,Michigan,42.595,-85.309
Union,Ohio,40.2994,-83.3716
Haywood,North Carolina,35.556,-82.9822
Columbia,New York,42.2501,-73.6318
Washington,New York,43.3137,-73.4308
Garfield,Colorado,39.5993,-107.904
Eddy,New Mexico,32.4714,-104.3044
Tipton,Tennessee,35.4973,-89.7566
Granville,North Carolina,36.304,-78.6527
Pittsylvania,Virginia,36.8213,-79.3971
St. Joseph,Michigan,41.9144,-85.5278
Rutland,Vermont,43.5802,-73.0364
Herkimer,New York,43.4193,-74.9624
Cumberland,Tennessee,35.9504,-84.9984
Hood,Texas,32.4299,-97.8323
Crawford,Arkansas,35.588,-94.2429
Bradford,Pennsylvania,41.7887,-76.5154
Pender,North Carolina,34.5248,-77.9051
Washington,Ohio,39.4553,-81.4953
Mercer,West Virginia,37.4055,-81.1114
Otter Tail,Minnesota,46.4088,-95.708
Washington,Vermont,44.2736,-72.6148
Sampson,North Carolina,34.9916,-78.3714
Sandusky,Ohio,41.3562,-83.1464
Otsego,New York,42.6338,-75.0326
Pike,Kentucky,37.4691,-82.3958
Lowndes,Mississippi,33.4729,-88.4433
Blount,Alabama,33.9809,-86.5674
Van Zandt,Texas,32.5637,-95.8365
Kenai Peninsula,Alaska,60.2654,-151.5652
Russell,Alabama,32.2884,-85.1849
Lincoln,Missouri,39.058,-90.96
Newton,Missouri,36.9055,-94.3393
Huron,Ohio,41.1463,-82.598
Lawrence,Ohio,38.5984,-82.5368
Pickaway,Ohio,39.6419,-83.0244
Genesee,New York,43.0009,-78.1937
Pike,Pennsylvania,41.332,-75.0338
Autauga,Alabama,32.5349,-86.6427
Columbia,Wisconsin,43.4666,-89.3337
Acadia,Louisiana,30.2906,-92.412
Anderson,Texas,31.8133,-95.6525
Lyon,Nevada,39.0206,-119.189
Carson City,Nevada,39.1511,-119.7476
Oxford,Maine,44.4999,-70.7566
Vermilion,Louisiana,29.8466,-92.3237
Maverick,Texas,28.7426,-100.3145
Windsor,Vermont,43.5799,-72.5862
Jefferson,West Virginia,39.3076,-77.8628
Putnam,West Virginia,38.5086,-81.909
Gordon,Georgia,34.5032,-84.8759
Coffee,Tennessee,35.4906,-86.0748
Box Elder,Utah,41.521,-113.0821
Hawkins,Tennessee,36.4412,-82.9447
Colbert,Alabama,34.7005,-87.8049
Chisago,Minnesota,45.5025,-92.9083
Carter,Tennessee,36.2928,-82.1275
Scott,Kentucky,38.2915,-84.5839
Marion,West Virginia,39.51,-80.2434
Cherokee,South Carolina,35.0481,-81.6206
Hardin,Texas,30.3324,-94.3902
Pearl River,Mississippi,30.7688,-89.5896
Whiteside,Illinois,41.7562,-89.9141
Taney,Missouri,36.6548,-93.0411
Iron,Utah,37.8592,-113.2895
Lafayette,Mississippi,34.3568,-89.485
Eagle,Colorado,39.6279,-106.6954
La Plata,Colorado,37.2866,-107.8433
Campbell,Virginia,37.2053,-79.0966
Waller,Texas,30.0108,-95.9876
Hancock,Maine,44.6643,-68.3585
Lenoir,North Carolina,35.2388,-77.6412
Tuolumne,California,38.0276,-119.9548
Seneca,Ohio,41.1239,-83.1277
Franklin,Virginia,36.992,-79.8811
Grady,Oklahoma,35.0169,-97.8841
Saline,Kansas,38.7838,-97.65
Jefferson,Tennessee,36.051,-83.4463
Loudon,Tennessee,35.7348,-84.3119
Camden,Georgia,30.9306,-81.6699
Watauga,North Carolina,36.2311,-81.6964
Dickson,Tennessee,36.149,-87.3567
Washington,Virginia,36.7244,-81.9598
Johnson,Missouri,38.7441,-93.8064
Jackson,Illinois,37.7851,-89.3821
Boone,Illinois,42.3231,-88.8234
Fulton,New York,43.1138,-74.4222
Pulaski,Missouri,37.8246,-92.2076
Elko,Nevada,41.1457,-115.3577
Roane,Tennessee,35.8479,-84.5232
Tuscola,Michigan,43.4641,-83.4167
Gila,Arizona,33.7997,-110.8116
McMinn,Tennessee,35.4248,-84.6175
Coffee,Alabama,31.4027,-85.9882
Jessamine,Kentucky,37.8721,-84.5809
Ashland,Ohio,40.846,-82.2707
Jackson,Alabama,34.7795,-85.9994
Rusk,Texas,32.1077,-94.7618
Kerr,Texas,30.0615,-99.35
St. Charles,Louisiana,29.9055,-90.3582
Washington,Oklahoma,36.7152,-95.9044
Columbia,Oregon,45.9438,-123.0883
Grundy,Illinois,41.2851,-88.4185
Worcester,Maryland,38.2128,-75.334
St. Martin,Louisiana,30.1291,-91.6083
Grant,Wisconsin,42.8675,-90.7062
Hoke,North Carolina,35.0175,-79.2373
Calumet,Wisconsin,44.0816,-88.2181
Harrisonburg,Virginia,38.4361,-78.8735
Culpeper,Virginia,38.486,-77.9558
Navarro,Texas,32.047,-96.4725
Warren,Iowa,41.3343,-93.5615
Darke,Ohio,40.1333,-84.6194
Ogle,Illinois,42.0426,-89.3207
Waupaca,Wisconsin,44.4705,-88.9648
Cass,Michigan,41.9154,-85.9935
Columbus,North Carolina,34.2656,-78.655
Oktibbeha,Mississippi,33.425,-88.8793
Franklin,Kentucky,38.2392,-84.877
Wayne,Pennsylvania,41.6487,-75.3033
Henry,Virginia,36.6828,-79.874
Madison,Idaho,43.7841,-111.6592
Venango,Pennsylvania,41.401,-79.758
Bristol,Rhode Island,41.7173,-71.284
Cherokee,Texas,31.837,-95.1652
Dearborn,Indiana,39.1452,-84.9732
Medina,Texas,29.3557,-99.1101
Somerset,Maine,45.5139,-69.9589
Gibson,Tennessee,35.9966,-88.9326
Knox,Illinois,40.9318,-90.2132
Nye,Nevada,38.0423,-116.4719
Carroll,New Hampshire,43.8738,-71.2031
Lamar,Texas,33.6673,-95.5712
Winona,Minnesota,43.9869,-91.7792
Lincoln,Oregon,44.642,-123.8682
Buffalo,Nebraska,40.8551,-99.075
Duplin,North Carolina,34.9365,-77.933
St. Mary,Louisiana,29.7206,-91.4485
Bedford,Tennessee,35.5138,-86.4589
Franklin,Vermont,44.8576,-72.9131
Queen Anne's,Maryland,39.068,-76.0203
Newaygo,Michigan,43.5542,-85.8009
Edgecombe,North Carolina,35.9129,-77.5971
Montgomery,New York,42.9023,-74.4397
Dale,Alabama,31.4318,-85.611
Henry,Illinois,41.3531,-90.1314
Wilson,Texas,29.174,-98.0866
Polk,Texas,30.7927,-94.83
Halifax,North Carolina,36.2574,-77.6517
Laurens,Georgia,32.4637,-82.9222
Douglas,Nevada,38.9123,-119.6162
Vernon,Louisiana,31.1083,-93.1843
Fremont,Colorado,38.4731,-105.4395
Logan,Oklahoma,35.9193,-97.4433
Henry,Indiana,39.9311,-85.3964
Curry,New Mexico,34.5742,-103.347
Atascosa,Texas,28.8935,-98.5272
Tioga,New York,42.1703,-76.3063
Boyd,Kentucky,38.3596,-82.6878
Le Flore,Oklahoma,34.9003,-94.7034
Burnet,Texas,30.7884,-98.1823
Lincoln,Louisiana,32.6016,-92.6649
Crittenden,Arkansas,35.2057,-90.3078
Shelby,Ohio,40.3316,-84.2048
Whitman,Washington,46.9012,-117.523
Carter,Oklahoma,34.2509,-97.2858
Jackson,Florida,30.7954,-85.2155
Greene,New York,42.2765,-74.1227
Franklin,New York,44.5929,-74.3038
Val Verde,Texas,29.8929,-101.1517
Bedford,Pennsylvania,40.0065,-78.4903
Coles,Illinois,39.5203,-88.2217
Bingham,Idaho,43.2166,-112.3981
Shelby,Kentucky,38.2155,-85.1948
Goodhue,Minnesota,44.4097,-92.7229
Santa Cruz,Arizona,31.526,-110.8465
Chenango,New York,42.4935,-75.6116
Cherokee,Oklahoma,35.9067,-94.9997
Noble,Indiana,41.3986,-85.4175
Cortland,New York,42.595,-76.0703
Campbell,Wyoming,44.2482,-105.5482
Allegany,New York,42.2574,-78.0276
Charlottesville,Virginia,38.0375,-78.4855
Clinton,Iowa,41.898,-90.532
Barron,Wisconsin,45.4237,-91.8483
Bonner,Idaho,48.3,-116.6011
Nelson,Kentucky,37.8052,-85.466
Auglaize,Ohio,40.5609,-84.2217
Marshall,Indiana,41.3248,-86.2618
Mifflin,Pennsylvania,40.6104,-77.617
Osage,Oklahoma,36.6292,-96.3985
Monroe,Wisconsin,43.9458,-90.6178
Stevens,Washington,48.3991,-117.8552
Monroe,Tennessee,35.4427,-84.2527
Beltrami,Minnesota,47.9738,-94.9377
Logan,Ohio,40.3885,-83.7658
Jackson,Indiana,38.9064,-86.0375
Hancock,Mississippi,30.416,-89.4885
Perry,Pennsylvania,40.3984,-77.2623
Windham,Vermont,42.9906,-72.7139
Bryan,Oklahoma,33.9623,-96.2598
Colquitt,Georgia,31.1884,-83.7688
Washington,Louisiana,30.8533,-90.0405
Habersham,Georgia,34.631,-83.5311
Hillsdale,Michigan,41.8878,-84.5929
Thomas,Georgia,30.8637,-83.9193
Greene,Arkansas,36.1175,-90.5589
Washington,Mississippi,33.2839,-90.9474
Hopkins,Kentucky,37.3088,-87.5408
Calaveras,California,38.2046,-120.5541
Caldwell,Texas,29.8368,-97.6199
Chambers,Texas,29.7384,-94.6101
Dunn,Wisconsin,44.9466,-91.8964
Macoupin,Illinois,39.261,-89.9245
Warren,Mississippi,32.3573,-90.852
Lawrence,Indiana,38.8412,-86.4835
Henderson,Kentucky,37.7958,-87.573
Itasca,Minnesota,47.5095,-93.632
Beaufort,North Carolina,35.494,-76.8598
Chilton,Alabama,32.8479,-86.7188
Shelby,Indiana,39.5237,-85.7917
Stephenson,Illinois,42.3518,-89.6623
Polk,Wisconsin,45.4614,-92.4414
Phelps,Missouri,37.8772,-91.7923
Branch,Michigan,41.9161,-85.059
Delaware,New York,42.1981,-74.9665
Wood,Texas,32.7864,-95.3821
Stokes,North Carolina,36.4019,-80.2397
McDowell,North Carolina,35.6817,-82.0493
Jefferson,Pennsylvania,41.1282,-78.9994
Huntingdon,Pennsylvania,40.417,-77.9812
Callaway,Missouri,38.8355,-91.926
Barren,Kentucky,36.9656,-85.9337
Gadsden,Florida,30.5795,-84.6136
Holmes,Ohio,40.5612,-81.9293
Siskiyou,California,41.5927,-122.5404
Kittitas,Washington,47.1244,-120.6798
Shenandoah,Virginia,38.8583,-78.5708
Douglas,Wisconsin,46.4329,-91.9162
Kay,Oklahoma,36.818,-97.1439
Lawrence,Tennessee,35.2174,-87.3956
Madison,Ohio,39.894,-83.4002
Baldwin,Georgia,33.0693,-83.2496
Kendall,Texas,29.9447,-98.7115
Pittsburg,Oklahoma,34.9239,-95.7484
St. Bernard,Louisiana,29.8692,-89.5552
Ravalli,Montana,46.0817,-114.1207
Brown,Ohio,38.9338,-83.8673
Chesterfield,South Carolina,34.6398,-80.1587
Suwannee,Florida,30.1956,-82.9915
Kandiyohi,Minnesota,45.1524,-95.0047
Dubois,Indiana,38.3643,-86.8798
Richmond,North Carolina,35.0059,-79.7479
Bryan,Georgia,32.0145,-81.4436
Cerro Gordo,Iowa,43.0816,-93.2608
Highland,Ohio,39.1847,-83.601
Muscatine,Iowa,41.4839,-91.1127
Sullivan,New Hampshire,43.3613,-72.2221
Union,Pennsylvania,40.963,-77.0622
DeKalb,Indiana,41.3976,-84.9991
Camden,Missouri,38.027,-92.766
Coffee,Georgia,31.5493,-82.8492
Jackson,North Carolina,35.2876,-83.1408
Stephens,Oklahoma,34.4856,-97.8515
Pettis,Missouri,38.7283,-93.2851
Miller,Arkansas,33.3124,-93.8921
Fulton,Ohio,41.6018,-84.1301
St. John the Baptist,Louisiana,30.1264,-90.4709
Polk,Georgia,34.0018,-85.1881
Vance,North Carolina,36.3649,-78.4079
Douglas,Washington,47.7361,-119.6918
Manassas,Virginia,38.7479,-77.4839
Danville,Virginia,36.5831,-79.4088
Davie,North Carolina,35.9291,-80.5445
Franklin,Tennessee,35.155,-86.0922
Sweetwater,Wyoming,41.6595,-108.8796
Ohio,West Virginia,40.0969,-80.6189
Levy,Florida,29.3184,-82.7436
Montrose,Colorado,38.4022,-108.2693
Butler,Missouri,36.7164,-90.4066
Erath,Texas,32.2363,-98.2179
Pierce,Wisconsin,44.7194,-92.4224
Prince George,Virginia,37.1865,-77.2242
Summit,Utah,40.8682,-110.9557
Mercer,Ohio,40.5399,-84.6294
Clinton,Ohio,39.4149,-83.8084
Okanogan,Washington,48.5488,-119.7408
Crawford,Ohio,40.8508,-82.9198
Nez Perce,Idaho,46.3268,-116.7502
Gratiot,Michigan,43.2927,-84.6049
Marinette,Wisconsin,45.3833,-88.0337
Wharton,Texas,29.2779,-96.2221
Fayette,Tennessee,35.1971,-89.4144
Baxter,Arkansas,36.2872,-92.3369
Tallapoosa,Alabama,32.8624,-85.7975
McClain,Oklahoma,35.0093,-97.4443
Cooke,Texas,33.6393,-97.2126
Tift,Georgia,31.4574,-83.5266
Tioga,Pennsylvania,41.7722,-77.2543
Benton,Minnesota,45.6991,-93.9988
Mississippi,Arkansas,35.7624,-90.0522
Fayette,West Virginia,38.0288,-81.0812
Preble,Ohio,39.7415,-84.648
Oconee,Georgia,33.835,-83.4371
Cheatham,Tennessee,36.2611,-87.0868
Shawano,Wisconsin,44.7891,-88.7654
Sanilac,Michigan,43.4236,-82.8202
Warren,Tennessee,35.6787,-85.7785
Upshur,Texas,32.7363,-94.9415
Clatsop,Oregon,45.995,-123.6557
Delaware,Oklahoma,36.4082,-94.8026
Wyoming,New York,42.7024,-78.2245
McKean,Pennsylvania,41.8076,-78.569
Tazewell,Virginia,37.125,-81.5606
Isanti,Minnesota,45.5615,-93.2951
Orleans,New York,43.2521,-78.2312
Knox,Maine,44.141,-69.1686
Ottawa,Ohio,41.5378,-83.1434
Warren,Virginia,38.9087,-78.2085
Rio Arriba,New Mexico,36.5096,-106.6932
Pike,Mississippi,31.1748,-90.4042
Pasquotank,North Carolina,36.2955,-76.284
Marshall,Iowa,42.0358,-92.9988
Amador,California,38.4464,-120.6511
LaGrange,Indiana,41.6426,-85.4265
Mecosta,Michigan,43.6408,-85.3246
Mower,Minnesota,43.6715,-92.7525
Avoyelles,Louisiana,31.0763,-92.0015
Snyder,Pennsylvania,40.7698,-77.0702
Murray,Georgia,34.7884,-84.7481
Howell,Missouri,36.774,-91.8865
Okeechobee,Florida,27.3864,-80.8886
Sequoyah,Oklahoma,35.4953,-94.7552
Waldo,Maine,44.5028,-69.1454
Harrison,Indiana,38.1951,-86.1114
Latah,Idaho,46.8162,-116.7117
Hendry,Florida,26.5535,-81.1659
Fremont,Wyoming,43.0405,-108.6304
Campbell,Tennessee,36.4035,-84.1494
Wayne,West Virginia,38.1459,-82.427
Mayes,Oklahoma,36.3019,-95.2307
Union,Arkansas,33.1713,-92.5972
Jim Wells,Texas,27.7314,-98.0899
Dallas,Alabama,32.326,-87.1065
Des Moines,Iowa,40.9232,-91.1815
Crawford,Kansas,37.5073,-94.8518
Person,North Carolina,36.39,-78.9718
Webster,Missouri,37.2809,-92.8759
Susquehanna,Pennsylvania,41.8214,-75.8007
Warren,Pennsylvania,41.8145,-79.2741
Douglas,Minnesota,45.9338,-95.4535
Oconto,Wisconsin,45.0264,-88.2697
Champaign,Ohio,40.1377,-83.7695
Gloucester,Virginia,37.416,-76.5434
Woodford,Illinois,40.7883,-89.2113
Guernsey,Ohio,40.052,-81.4943
Colleton,South Carolina,32.8636,-80.6669
Brown,South Dakota,45.5898,-98.3516
Williams,North Dakota,48.3437,-103.4802
Finney,Kansas,38.0443,-100.737
Defiance,Ohio,41.3239,-84.4905
Isle of Wight,Virginia,36.8912,-76.7259
Scott,Missouri,37.053,-89.5686
Graham,Arizona,32.9326,-109.8875
Lawrence,Missouri,37.1064,-93.833
Pontotoc,Oklahoma,34.728,-96.6844
Brown,Texas,31.7742,-98.9998
Franklin,Illinois,37.9923,-88.9242
Montgomery,Indiana,40.0404,-86.8933
Cass,Indiana,40.7615,-86.346
Natchitoches,Louisiana,31.7234,-93.0962
Newberry,South Carolina,34.2898,-81.6001
Clinton,Pennsylvania,41.2341,-77.6382
Independence,Arkansas,35.7416,-91.5697
Marion,Illinois,38.6496,-88.919
Jasper,Iowa,41.686,-93.0538
Clarion,Pennsylvania,41.1924,-79.421
Talbot,Maryland,38.7713,-76.0971
Essex,New York,44.1172,-73.7726
Covington,Alabama,31.2485,-86.4513
Houghton,Michigan,46.8977,-88.6875
Oneida,Wisconsin,45.7055,-89.5218
Boone,Arkansas,36.3086,-93.0915
Steele,Minnesota,44.0223,-93.226
Jefferson,Illinois,38.3005,-88.924
Webster,Louisiana,32.7135,-93.335
Albany,Wyoming,41.6545,-105.7238
Addison,Vermont,44.0309,-73.1408
Calloway,Kentucky,36.621,-88.2723
Dodge,Nebraska,41.5779,-96.654
Bennington,Vermont,43.0354,-73.0932
Yadkin,North Carolina,36.1605,-80.6652
Louisa,Virginia,37.9786,-77.963
Webster,Iowa,42.4279,-94.1818
Green,Wisconsin,42.68,-89.6022
Chippewa,Michigan,46.3053,-84.578
Clinton,Illinois,38.6065,-89.4225
Okmulgee,Oklahoma,35.6466,-95.9643
Williams,Ohio,41.5603,-84.5882
Dyer,Tennessee,36.0592,-89.4137
Escambia,Alabama,31.1261,-87.1616
Putnam,Indiana,39.6663,-86.845
Delta,Michigan,45.9192,-86.9242
Graves,Kentucky,36.7231,-88.6512
Dare,North Carolina,35.7805,-75.7982
Clark,Kentucky,37.9708,-84.1474
Hopkins,Texas,33.1496,-95.564
McLeod,Minnesota,44.8236,-94.2724
Coshocton,Ohio,40.3017,-81.92
Whitley,Kentucky,36.7581,-84.1452
Huntington,Indiana,40.8292,-85.4881
Macon,North Carolina,35.1505,-83.4222
Wise,Virginia,36.9752,-82.6212
Sagadahoc,Maine,43.9598,-69.8546
Geary,Kansas,39.0024,-96.7525
Alexander,North Carolina,35.921,-81.177
Beauregard,Louisiana,30.6486,-93.3432
Knox,Indiana,38.6891,-87.418
Matagorda,Texas,28.8212,-96.011
Greene,Pennsylvania,39.8538,-80.2229
Scotts Bluff,Nebraska,41.8506,-103.708
Carlton,Minnesota,46.5924,-92.677
Floyd,Kentucky,37.5571,-82.7457
Miami,Indiana,40.7695,-86.045
Ware,Georgia,31.0538,-82.4237
Orange,Virginia,38.2462,-78.0137
Greenup,Kentucky,38.5457,-82.9223
Livingston,Illinois,40.8916,-88.5577
Laclede,Missouri,37.6583,-92.5903
Cocke,Tennessee,35.9254,-83.1212
Hill,Texas,31.9907,-97.1324
Adams,Indiana,40.7457,-84.9366
Sioux,Iowa,43.0826,-96.1779
Washington,Texas,30.2145,-96.4035
Madison,Nebraska,41.9167,-97.6008
Uintah,Utah,40.1248,-109.5186
Fannin,Texas,33.5938,-96.1069
Perry,Ohio,39.7371,-82.2361
Wapello,Iowa,41.0306,-92.4095
Lincoln,Maine,44.0664,-69.5435
Lincoln,Tennessee,35.1405,-86.589
Warren,Missouri,38.7646,-91.1607
Silver Bow,Montana,45.9024,-112.6567
Becker,Minnesota,46.9346,-95.674
Alcorn,Mississippi,34.8808,-88.5803
Lincoln,Mississippi,31.5324,-90.454
Lincoln,Nebraska,41.0477,-100.7453
Morrow,Ohio,40.5241,-82.7941
Chambers,Alabama,32.9143,-85.392
Cowley,Kansas,37.2377,-96.8375
Monroe,Illinois,38.2785,-90.1773
Clark,Wisconsin,44.7347,-90.6121
Barry,Missouri,36.7099,-93.8291
Howard,Texas,32.3062,-101.4356
Effingham,Illinois,39.0598,-88.5899
Monroe,Mississippi,33.8923,-88.4805
Ford,Kansas,37.6917,-99.888
Putnam,Ohio,41.0221,-84.1317
Steuben,Indiana,41.6439,-85.0009
Lee,Illinois,41.7461,-89.3003
Scotland,North Carolina,34.8409,-79.4804
Taos,New Mexico,36.5783,-105.631
Harris,Georgia,32.736,-84.9089
Brookings,South Dakota,44.3697,-96.7905
